country,code,year,share_animal_protein,gdp,population,name,four_regions,eight_regions,six_regions,members_oecd_g77,Latitude,Longitude,UN member since,World bank region,World bank income group 2017
Belgium,bel,2013,6.227698902,37737,10815599,Belgium,europe,europe_west,europe_central_asia,oecd,50.75,4.5,27/12/1945,Europe & Central Asia,High income
Benin,ben,2000,1.658797327,1718,6517810,Benin,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,20/9/1960,Sub-Saharan Africa,Low income
Benin,ben,2001,1.470410367,1752,6721337,Benin,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,20/9/1960,Sub-Saharan Africa,Low income
Benin,ben,2002,1.79092045,1775,6937985,Benin,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,20/9/1960,Sub-Saharan Africa,Low income
Benin,ben,2003,1.855932203,1778,7164976,Benin,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,20/9/1960,Sub-Saharan Africa,Low income
Benin,ben,2004,1.522958147,1799,7397985,Benin,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,20/9/1960,Sub-Saharan Africa,Low income
Benin,ben,2005,1.478439425,1771,7633757,Benin,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,20/9/1960,Sub-Saharan Africa,Low income
Benin,ben,2006,1.582040816,1783,7871707,Benin,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,20/9/1960,Sub-Saharan Africa,Low income
Benin,ben,2007,1.51950078,1833,8112573,Benin,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,20/9/1960,Sub-Saharan Africa,Low income
Benin,ben,2008,1.859579532,1866,8355980,Benin,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,20/9/1960,Sub-Saharan Africa,Low income
Benin,ben,2009,1.81208577,1853,8601771,Benin,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,20/9/1960,Sub-Saharan Africa,Low income
Benin,ben,2010,1.604696673,1837,8849892,Benin,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,20/9/1960,Sub-Saharan Africa,Low income
Benin,ben,2011,2.058506543,1836,9099922,Benin,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,20/9/1960,Sub-Saharan Africa,Low income
Benin,ben,2012,2.180842912,1867,9351838,Benin,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,20/9/1960,Sub-Saharan Africa,Low income
Benin,ben,2013,2.176403207,1939,9606534,Benin,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,20/9/1960,Sub-Saharan Africa,Low income
Bolivia,bol,2000,4.33911368,4293,8307248,Bolivia,americas,america_south,america,g77,-17,-65,14/11/1945,Latin America & Caribbean,Lower middle income
Bolivia,bol,2001,4.180508881,4275,8476709,Bolivia,americas,america_south,america,g77,-17,-65,14/11/1945,Latin America & Caribbean,Lower middle income
Bolivia,bol,2002,4.374881066,4292,8646659,Bolivia,americas,america_south,america,g77,-17,-65,14/11/1945,Latin America & Caribbean,Lower middle income
Bolivia,bol,2003,4.3552196500000004,4318,8815911,Bolivia,americas,america_south,america,g77,-17,-65,14/11/1945,Latin America & Caribbean,Lower middle income
Bolivia,bol,2004,4.522671867,4409,8982917,Bolivia,americas,america_south,america,g77,-17,-65,14/11/1945,Latin America & Caribbean,Lower middle income
Bolivia,bol,2005,4.721747388,4514,9146655,Bolivia,americas,america_south,america,g77,-17,-65,14/11/1945,Latin America & Caribbean,Lower middle income
Bolivia,bol,2006,4.993052339,4641,9306660,Bolivia,americas,america_south,america,g77,-17,-65,14/11/1945,Latin America & Caribbean,Lower middle income
Bolivia,bol,2007,5.502078522,4762,9463497,Bolivia,americas,america_south,america,g77,-17,-65,14/11/1945,Latin America & Caribbean,Lower middle income
Bolivia,bol,2008,5.735321528,4962,9618466,Bolivia,americas,america_south,america,g77,-17,-65,14/11/1945,Latin America & Caribbean,Lower middle income
Bolivia,bol,2009,5.41209564,5037,9773441,Bolivia,americas,america_south,america,g77,-17,-65,14/11/1945,Latin America & Caribbean,Lower middle income
Bolivia,bol,2010,5.504823151,5155,9929849,Bolivia,americas,america_south,america,g77,-17,-65,14/11/1945,Latin America & Caribbean,Lower middle income
Bolivia,bol,2011,5.447344734,5331,10088108,Bolivia,americas,america_south,america,g77,-17,-65,14/11/1945,Latin America & Caribbean,Lower middle income
Bolivia,bol,2012,5.378692927,5511,10248042,Bolivia,americas,america_south,america,g77,-17,-65,14/11/1945,Latin America & Caribbean,Lower middle income
Bolivia,bol,2013,5.276595745,5789,10409761,Bolivia,americas,america_south,america,g77,-17,-65,14/11/1945,Latin America & Caribbean,Lower middle income
Bosnia and Herzegovina,bih,2000,3.175169461,6196,3693698,Bosnia and Herzegovina,europe,europe_east,europe_central_asia,g77,44.25,17.83333,22/5/1992,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,bih,2001,3.184292112,6314,3748370,Bosnia and Herzegovina,europe,europe_east,europe_central_asia,g77,44.25,17.83333,22/5/1992,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,bih,2002,3.427783523,6626,3775883,Bosnia and Herzegovina,europe,europe_east,europe_central_asia,g77,44.25,17.83333,22/5/1992,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,bih,2003,3.52293578,6852,3782717,Bosnia and Herzegovina,europe,europe_east,europe_central_asia,g77,44.25,17.83333,22/5/1992,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,bih,2004,3.391782595,7217,3781358,Bosnia and Herzegovina,europe,europe_east,europe_central_asia,g77,44.25,17.83333,22/5/1992,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,bih,2005,3.744568795,7491,3781001,Bosnia and Herzegovina,europe,europe_east,europe_central_asia,g77,44.25,17.83333,22/5/1992,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,bih,2006,3.673740053,7915,3781588,Bosnia and Herzegovina,europe,europe_east,europe_central_asia,g77,44.25,17.83333,22/5/1992,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,bih,2007,3.860313316,8394,3779034,Bosnia and Herzegovina,europe,europe_east,europe_central_asia,g77,44.25,17.83333,22/5/1992,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,bih,2008,3.917605407,8870,3774164,Bosnia and Herzegovina,europe,europe_east,europe_central_asia,g77,44.25,17.83333,22/5/1992,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,bih,2009,4.027281585,8802,3767683,Bosnia and Herzegovina,europe,europe_east,europe_central_asia,g77,44.25,17.83333,22/5/1992,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,bih,2010,3.932881575,8874,3760149,Bosnia and Herzegovina,europe,europe_east,europe_central_asia,g77,44.25,17.83333,22/5/1992,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,bih,2011,3.94511806,8961,3752228,Bosnia and Herzegovina,europe,europe_east,europe_central_asia,g77,44.25,17.83333,22/5/1992,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,bih,2012,4.098360656,8873,3744235,Bosnia and Herzegovina,europe,europe_east,europe_central_asia,g77,44.25,17.83333,22/5/1992,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,bih,2013,3.857958148,9093,3735880,Bosnia and Herzegovina,europe,europe_east,europe_central_asia,g77,44.25,17.83333,22/5/1992,Europe & Central Asia,Upper middle income
Botswana,bwa,2000,4.973076923,10266,1757925,Botswana,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,17/10/1966,Sub-Saharan Africa,Upper middle income
Botswana,bwa,2001,4.826369545,10090,1784449,Botswana,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,17/10/1966,Sub-Saharan Africa,Upper middle income
Botswana,bwa,2002,4.731406916,10504,1808103,Botswana,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,17/10/1966,Sub-Saharan Africa,Upper middle income
Botswana,bwa,2003,3.835305253,10798,1830127,Botswana,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,17/10/1966,Sub-Saharan Africa,Upper middle income
Botswana,bwa,2004,4.288452761,10896,1852243,Botswana,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,17/10/1966,Sub-Saharan Africa,Upper middle income
Botswana,bwa,2005,4.376706096,11192,1875673,Botswana,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,17/10/1966,Sub-Saharan Africa,Upper middle income
Botswana,bwa,2006,4.208372093,11916,1900905,Botswana,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,17/10/1966,Sub-Saharan Africa,Upper middle income
Botswana,bwa,2007,4.195752539,12678,1927540,Botswana,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,17/10/1966,Sub-Saharan Africa,Upper middle income
Botswana,bwa,2008,4.315018315,13237,1954822,Botswana,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,17/10/1966,Sub-Saharan Africa,Upper middle income
Botswana,bwa,2009,4.505684402,12016,1981576,Botswana,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,17/10/1966,Sub-Saharan Africa,Upper middle income
Botswana,bwa,2010,4.433303491,12826,2006945,Botswana,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,17/10/1966,Sub-Saharan Africa,Upper middle income
Botswana,bwa,2011,4.438187418,13376,2030738,Botswana,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,17/10/1966,Sub-Saharan Africa,Upper middle income
Botswana,bwa,2012,4.549957301,13743,2053237,Botswana,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,17/10/1966,Sub-Saharan Africa,Upper middle income
Botswana,bwa,2013,4.541702494,14853,2074616,Botswana,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,17/10/1966,Sub-Saharan Africa,Upper middle income
Brazil,bra,2000,5.731944444,11263,174425387,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
Brazil,bra,2001,5.557399723,11260,176877135,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
Brazil,bra,2002,5.680901947,11448,179289227,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
Brazil,bra,2003,5.411150962,11428,181633074,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
Brazil,bra,2004,5.493835172,11937,183873377,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
Brazil,bra,2005,5.306042885,12174,185986964,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
Brazil,bra,2006,5.478036176,12515,187958211,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
Brazil,bra,2007,5.564713458,13132,189798070,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
Brazil,bra,2008,5.777218376,13660,191543237,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
Brazil,bra,2009,5.873657612,13510,193246610,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
Brazil,bra,2010,6.030959752,14392,194946470,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
Brazil,bra,2011,6.206938527,14831,196655014,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
Brazil,bra,2012,6.334975369,14985,198360943,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
Brazil,bra,2013,6.446828072,15306,200050487,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
Bulgaria,bgr,2000,5.845716317,8800,8006158,Bulgaria,europe,europe_east,europe_central_asia,others,42.66667,25.25,14/12/1955,Europe & Central Asia,Upper middle income
Bulgaria,bgr,2001,5.605113636,9203,7947761,Bulgaria,europe,europe_east,europe_central_asia,others,42.66667,25.25,14/12/1955,Europe & Central Asia,Upper middle income
Bulgaria,bgr,2002,5.449442245,9829,7892666,Bulgaria,europe,europe_east,europe_central_asia,others,42.66667,25.25,14/12/1955,Europe & Central Asia,Upper middle income
Bulgaria,bgr,2003,5.130214001,10418,7840117,Bulgaria,europe,europe_east,europe_central_asia,others,42.66667,25.25,14/12/1955,Europe & Central Asia,Upper middle income
Bulgaria,bgr,2004,5.526772793,11171,7789180,Bulgaria,europe,europe_east,europe_central_asia,others,42.66667,25.25,14/12/1955,Europe & Central Asia,Upper middle income
Bulgaria,bgr,2005,5.608520015,12052,7739115,Bulgaria,europe,europe_east,europe_central_asia,others,42.66667,25.25,14/12/1955,Europe & Central Asia,Upper middle income
Bulgaria,bgr,2006,5.657122146,12970,7689520,Bulgaria,europe,europe_east,europe_central_asia,others,42.66667,25.25,14/12/1955,Europe & Central Asia,Upper middle income
Bulgaria,bgr,2007,5.316752012,14014,7640283,Bulgaria,europe,europe_east,europe_central_asia,others,42.66667,25.25,14/12/1955,Europe & Central Asia,Upper middle income
Bulgaria,bgr,2008,5.562904385,14945,7591322,Bulgaria,europe,europe_east,europe_central_asia,others,42.66667,25.25,14/12/1955,Europe & Central Asia,Upper middle income
Bulgaria,bgr,2009,5.584201077,14482,7542674,Bulgaria,europe,europe_east,europe_central_asia,others,42.66667,25.25,14/12/1955,Europe & Central Asia,Upper middle income
Bulgaria,bgr,2010,5.494569153,14747,7494332,Bulgaria,europe,europe_east,europe_central_asia,others,42.66667,25.25,14/12/1955,Europe & Central Asia,Upper middle income
Bulgaria,bgr,2011,5.675695197,15112,7446135,Bulgaria,europe,europe_east,europe_central_asia,others,42.66667,25.25,14/12/1955,Europe & Central Asia,Upper middle income
Bulgaria,bgr,2012,5.758732445,15204,7397873,Bulgaria,europe,europe_east,europe_central_asia,others,42.66667,25.25,14/12/1955,Europe & Central Asia,Upper middle income
Bulgaria,bgr,2013,5.839519265,15420,7349462,Bulgaria,europe,europe_east,europe_central_asia,others,42.66667,25.25,14/12/1955,Europe & Central Asia,Upper middle income
Burkina Faso,bfa,2000,1.716997412,1024,12294012,Burkina Faso,africa,africa_sub_saharan,sub_saharan_africa,g77,12.5,-1.66667,20/9/1960,Sub-Saharan Africa,Low income
Burkina Faso,bfa,2001,1.648370497,1051,12648474,Burkina Faso,africa,africa_sub_saharan,sub_saharan_africa,g77,12.5,-1.66667,20/9/1960,Sub-Saharan Africa,Low income
Burkina Faso,bfa,2002,1.594359187,1049,13015435,Burkina Faso,africa,africa_sub_saharan,sub_saharan_africa,g77,12.5,-1.66667,20/9/1960,Sub-Saharan Africa,Low income
Burkina Faso,bfa,2003,1.768860353,1089,13395599,Burkina Faso,africa,africa_sub_saharan,sub_saharan_africa,g77,12.5,-1.66667,20/9/1960,Sub-Saharan Africa,Low income
Burkina Faso,bfa,2004,1.77245509,1103,13789736,Burkina Faso,africa,africa_sub_saharan,sub_saharan_africa,g77,12.5,-1.66667,20/9/1960,Sub-Saharan Africa,Low income
Burkina Faso,bfa,2005,1.861144945,1162,14198463,Burkina Faso,africa,africa_sub_saharan,sub_saharan_africa,g77,12.5,-1.66667,20/9/1960,Sub-Saharan Africa,Low income
Burkina Faso,bfa,2006,1.830402501,1197,14622202,Burkina Faso,africa,africa_sub_saharan,sub_saharan_africa,g77,12.5,-1.66667,20/9/1960,Sub-Saharan Africa,Low income
Burkina Faso,bfa,2007,1.773762765,1208,15061127,Burkina Faso,africa,africa_sub_saharan,sub_saharan_africa,g77,12.5,-1.66667,20/9/1960,Sub-Saharan Africa,Low income
Burkina Faso,bfa,2008,1.731066461,1239,15515258,Burkina Faso,africa,africa_sub_saharan,sub_saharan_africa,g77,12.5,-1.66667,20/9/1960,Sub-Saharan Africa,Low income
Burkina Faso,bfa,2009,1.788556271,1237,15984479,Burkina Faso,africa,africa_sub_saharan,sub_saharan_africa,g77,12.5,-1.66667,20/9/1960,Sub-Saharan Africa,Low income
Burkina Faso,bfa,2010,1.803804551,1300,16468714,Burkina Faso,africa,africa_sub_saharan,sub_saharan_africa,g77,12.5,-1.66667,20/9/1960,Sub-Saharan Africa,Low income
Burkina Faso,bfa,2011,1.888888889,1344,16967845,Burkina Faso,africa,africa_sub_saharan,sub_saharan_africa,g77,12.5,-1.66667,20/9/1960,Sub-Saharan Africa,Low income
Burkina Faso,bfa,2012,1.863317325,1388,17481984,Burkina Faso,africa,africa_sub_saharan,sub_saharan_africa,g77,12.5,-1.66667,20/9/1960,Sub-Saharan Africa,Low income
Burkina Faso,bfa,2013,1.627941176,1422,18011507,Burkina Faso,africa,africa_sub_saharan,sub_saharan_africa,g77,12.5,-1.66667,20/9/1960,Sub-Saharan Africa,Low income
Cambodia,khm,2000,2.53427896,1285,12446949,Cambodia,asia,east_asia_pacific,east_asia_pacific,g77,13,105,14/12/1955,East Asia & Pacific,Lower middle income
Cambodia,khm,2001,3.23388582,1369,12653684,Cambodia,asia,east_asia_pacific,east_asia_pacific,g77,13,105,14/12/1955,East Asia & Pacific,Lower middle income
Cambodia,khm,2002,2.855123675,1437,12845222,Cambodia,asia,east_asia_pacific,east_asia_pacific,g77,13,105,14/12/1955,East Asia & Pacific,Lower middle income
Cambodia,khm,2003,2.597080938,1537,13024171,Cambodia,asia,east_asia_pacific,east_asia_pacific,g77,13,105,14/12/1955,East Asia & Pacific,Lower middle income
Cambodia,khm,2004,2.350769231,1671,13193961,Cambodia,asia,east_asia_pacific,east_asia_pacific,g77,13,105,14/12/1955,East Asia & Pacific,Lower middle income
Cambodia,khm,2005,2.666093683,1866,13357574,Cambodia,asia,east_asia_pacific,east_asia_pacific,g77,13,105,14/12/1955,East Asia & Pacific,Lower middle income
Cambodia,khm,2006,3.131678586,2036,13515884,Cambodia,asia,east_asia_pacific,east_asia_pacific,g77,13,105,14/12/1955,East Asia & Pacific,Lower middle income
Cambodia,khm,2007,3.031825796,2208,13669857,Cambodia,asia,east_asia_pacific,east_asia_pacific,g77,13,105,14/12/1955,East Asia & Pacific,Lower middle income
Cambodia,khm,2008,2.916354557,2315,13822644,Cambodia,asia,east_asia_pacific,east_asia_pacific,g77,13,105,14/12/1955,East Asia & Pacific,Lower middle income
